1,490,nan,, 0.0005,2025-05-24 14:05:05
1,10,120.97657012939453,, 0.0005,2025-05-24 14:05:28
1,20,108.52264633178712,, 0.0005,2025-05-24 14:05:30
1,30,103.63540293375651,, 0.0005,2025-05-24 14:05:31
1,40,102.05942668914795,, 0.0005,2025-05-24 14:05:32
1,50,100.5217300415039,, 0.0005,2025-05-24 14:05:34
1,60,100.18586756388346,, 0.0005,2025-05-24 14:05:35
1,70,99.00647386823381,, 0.0005,2025-05-24 14:05:37
1,80,98.33602752685547,, 0.0005,2025-05-24 14:05:38
1,90,97.61376690334744,, 0.0005,2025-05-24 14:05:39
1,100,97.04595764160156,, 0.0005,2025-05-24 14:05:41
1,110,96.59184917103161,, 0.0005,2025-05-24 14:05:42
1,120,96.25481561024984,, 0.0005,2025-05-24 14:05:43
1,130,95.77243552574744,, 0.0005,2025-05-24 14:05:44
1,140,95.66899136134556,, 0.0005,2025-05-24 14:05:45
1,150,95.27823735555013,, 0.0005,2025-05-24 14:05:47
1,160,95.10006518363953,, 0.0005,2025-05-24 14:05:48
1,170,94.591755362118,, 0.0005,2025-05-24 14:05:49
1,180,94.35331327650282,, 0.0005,2025-05-24 14:05:50
1,190,94.29527917159231,, 0.0005,2025-05-24 14:05:51
1,200,94.21878520965576,, 0.0005,2025-05-24 14:05:53
1,210,93.93090402512323,, 0.0005,2025-05-24 14:05:54
1,220,93.83049427379261,, 0.0005,2025-05-24 14:05:55
1,230,93.48671317722487,, 0.0005,2025-05-24 14:05:56
1,240,93.45412750244141,, 0.0005,2025-05-24 14:05:57
1,250,93.33684301757812,, 0.0005,2025-05-24 14:05:59
1,260,93.28680813129131,, 0.0005,2025-05-24 14:06:00
1,270,93.22591431229203,, 0.0005,2025-05-24 14:06:01
1,280,93.19214104243687,, 0.0005,2025-05-24 14:06:02
1,290,93.2329544593548,, 0.0005,2025-05-24 14:06:03
1,300,93.16118593851725,, 0.0005,2025-05-24 14:06:05
1,310,93.02912890526557,, 0.0005,2025-05-24 14:06:06
1,320,92.89223294258117,, 0.0005,2025-05-24 14:06:07
1,330,92.78557441017844,, 0.0005,2025-05-24 14:06:08
1,340,92.68657473395852,, 0.0005,2025-05-24 14:06:10
1,350,92.7055473109654,, 0.0005,2025-05-24 14:06:11
1,360,92.70599255032009,, 0.0005,2025-05-24 14:06:12
1,370,92.81836778795397,, 0.0005,2025-05-24 14:06:13
1,380,92.75084678248355,, 0.0005,2025-05-24 14:06:14
1,390,92.66716580513196,, 0.0005,2025-05-24 14:06:15
1,400,92.66555679321289,, 0.0005,2025-05-24 14:06:17
1,410,92.66620628543016,, 0.0005,2025-05-24 14:06:18
1,420,92.65391200837635,, 0.0005,2025-05-24 14:06:20
1,430,92.57836976162223,, 0.0005,2025-05-24 14:06:21
1,440,92.53082401969216,, 0.0005,2025-05-24 14:06:22
1,450,92.44854932996962,, 0.0005,2025-05-24 14:06:23
1,460,92.47144591290018,, 0.0005,2025-05-24 14:06:24
1,470,92.40980914501434,, 0.0005,2025-05-24 14:06:26
1,480,92.43843108812968,, 0.0005,2025-05-24 14:06:27
